EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EID,MANAGEMENT_LEVEL,CAPABILITY,PROJECT_NAME,MANAGER_EID,TARGET_CERTIFICATION,1ST_TARGET_CERTIFICATION_DATE,CURRENT_PROGRESS,WITH_VOUCHER?,1ST_TAKE_RESULT,RETAKE_EXAM_DATE,RETAKE_RESULT,EXPIRATION_DATE,Fiscal Year,Month,Quarter
747,Alvin,Roy,alvin.roy,8,AI,3 Sixty Risk Solutions ,geoffrey.guzman,Google Cloud Certified - Associate Cloud Engineer,5/21/2024,In progress - 2nd take,Requested,Failed/For Retake,7/8/2024,,,FY24,May,Q3
748,Harold,Paul,harold.paul,7,Data,361 Degrees International ,gloria.mccall,Google - Professional Cloud Data Engineer,10/31/2023,Passed,Yes,Passed,,,10/31/2026,FY24,October,Q1
749,Rodney,Underwood,rodney.underwood,7,Data,36Kr Holdings  - Depositary Receipt (Common Stock),brady.cohen,Google - Professional Cloud Architect,12/23/2023,Passed,Yes,Passed,,,12/23/2026,FY24,December,Q2
750,Adrian,Herman,adrian.herman,7,Data,37 Capital ,latoya.mccann,Google - Professional Cloud Data Engineer,11/1/2022,Passed,Yes,Passed,,,11/1/2025,FY23,November,Q1
751,Clifford,Phillips,clifford.phillips,7,Data,374Water ,gerald.hawkins,Google - Professional Cloud Data Engineer,5/5/2023,Passed,Yes,Passed,,,5/5/2026,FY23,May,Q3
752,Regina,Mccoy,regina.mccoy,7,Data,3D Pioneer Systems ,samuel.crawford,Google - Professional Cloud Data Engineer,11/10/2023,Passed,Yes,Passed,,,11/10/2026,FY24,November,Q1
753,Kaylee,Bowers,kaylee.bowers,7,Data,3D Systems Corporation,patricia.goodwin,Google - Professional Cloud Data Engineer,6/21/2024,Passed,Yes,Passed,,,6/21/2027,FY24,June,Q4
754,Reginald,Frederick,reginald.frederick,7,Data,3DShoppingcom,stacie.richard,Google - Professional Cloud Database Engineer,12/29/2023,Passed,Yes,Passed,,,12/29/2026,FY24,December,Q2
755,Shelby,Reese,shelby.reese,7,Data,3DX Industries,robin.west,AWS Certified Solutions Architect - Professional,9/8/2023,Passed,Yes,Passed,,,9/8/2026,FY24,September,Q1
756,Connor,Gentry,connor.gentry,7,Data,3i Group plc,ralph.haas,AWS Certified Solutions Architect - Professional,9/10/2022,Passed,Yes,Passed,,,9/10/2025,FY23,September,Q1
757,Kevin,Fleming,kevin.fleming,7,Data,3i Group plc - Depositary Receipt (Common Stock),phyllis.maldonado,Google - Professional Machine Learning Engineer,11/18/2023,Passed,Yes,Passed,,,11/18/2026,FY24,November,Q1
758,Connie,Mercado,connie.mercado,7,Data,3iQ Bitcoin ETF,danny.parrish,Google - Professional Cloud Data Engineer,2/17/2024,In progress - 2nd take,Yes,Failed/For Retake,8/23/2024,,,FY24,February,Q2
759,Kaylee,Barber,kaylee.barber,7,Data,3M Company,kathy.hill,Google - Professional Cloud Data Engineer,10/24/2023,In progress - 2nd take,Yes,Failed/For Retake,11/23/2023,,,FY24,October,Q1
760,Betty,Duncan,betty.duncan,7,Data,3Power Energy ,kelli.hardy,Google - Professional Cloud Data Engineer,5/2/2024,In progress - 2nd take,Requested,Failed/For Retake,7/10/2024,,,FY24,May,Q3
761,Dwayne,Sweeney,dwayne.sweeney,7,Data,3SBio ,lynn.pham,AWS Certified Solutions Architect - Professional,1/14/2024,In progress - 1st take,No,,,,,FY24,January,Q2
762,Kenneth,Anthony,kenneth.anthony,7,Data,420 Property Management,shelley.harris,Google - Professional Cloud Data Engineer,10/10/2023,In progress - 1st take,No,,,,,FY24,October,Q1
763,Peggy,Montoya,peggy.montoya,7,Data,49 North Resources ,eddie.jimenez,Google - Professional Machine Learning Engineer,8/9/2023,In progress - 1st take,No,,,,,FY23,August,Q4
764,Jonathan,Briggs,jonathan.briggs,7,Data,4Cable TV International,chloe.hutchinson,Google - Professional Machine Learning Engineer,11/7/2023,In progress - 1st take,No,,,,,FY24,November,Q1
765,Sean,Gray,sean.gray,7,AI,4D Molecular Therapeutics,eileen.lynch,Google - Professional Machine Learning Engineer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
766,Rebekah,Villegas,rebekah.villegas,7,AI,4D pharma plc - Equity Warrant,fernando.lambert,Google - Associate Cloud Engineer,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
767,Lisa,Small,lisa.small,7,AI,4DMedical ,makayla.cannon,Microsoft - Azure Data Fundamentals,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
768,Paige,Pineda,paige.pineda,7,AI,4DS Memory ,tom.alvarado,AWS Certified Data Analytics - Specialty,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
769,Howard,Glass,howard.glass,7,AI,4Front Ventures Corp,virginia.dudley,Google - Professional Cloud Architect,12/15/2023,Passed,Yes,Passed,,,12/15/2026,FY24,December,Q2
770,Jose,Bond,jose.bond,7,AI,4imprint Group plc,riley.good,Google - Associate Cloud Engineer,10/31/2023,Passed,Yes,Passed,,,10/31/2026,FY24,October,Q1
771,Janet,Bass,janet.bass,7,AI,51Talk Online Education Group - Depositary Receipt (Common Stock),alexandria.buck,Google - Professional Cloud Architect,10/17/2023,Passed,Yes,Passed,,,10/17/2026,FY24,October,Q1
772,Jasmin,Waters,jasmin.waters,7,AI,5:01 Acquisition Corp,richard.roth,Microsoft - Azure Data Fundamentals,1/30/2024,Passed,Yes,Passed,,,1/30/2027,FY24,January,Q2
773,Jennifer,Mcintosh,jennifer.mcintosh,7,AI,5E Advanced Materials,candice.keller,AWS Certified Cloud Practitioner,1/3/2024,Passed,Yes,Passed,,,1/3/2027,FY24,January,Q2
774,Gina,Benson,gina.benson,7,AI,5G Networks ,anita.benson,AWS Certified Cloud Practitioner,11/12/2022,Passed,Yes,Passed,,,11/12/2025,FY23,November,Q1
775,Vanessa,Gardner,vanessa.gardner,7,AI,5N Plus ,regina.stein,AWS Certified Solutions Architect - Associate,9/23/2022,Passed,Yes,Passed,,,9/23/2025,FY23,September,Q1
776,Brenda,Clark,brenda.clark,7,AI,5th Planet Games A/S,debra.riddle,AWS Certified Solutions Architect - Professional,9/10/2022,Passed,Yes,Passed,,,9/10/2025,FY23,September,Q1
777,Chelsea,Randolph,chelsea.randolph,7,AI,60 Degrees Pharmaceuticals,brittany.zuniga,Google - Associate Cloud Engineer,12/19/2023,Passed,Yes,Passed,,,12/19/2026,FY24,December,Q2
778,Tabitha,Logan,tabitha.logan,7,AI,60 Degrees Pharmaceuticals - Equity Warrant,cassidy.mcmahon,Google - Professional Cloud Data Engineer,6/16/2023,Not Started,No,,,,,FY23,June,Q4
779,Anne,Cabrera,anne.cabrera,7,AI,727 Communications,laurie.pennington,AWS Certified Database - Specialty,11/25/2023,Passed,Yes,Passed,,,11/25/2026,FY24,November,Q1
780,Logan,Lamb,logan.lamb,7,AI,79North ,alejandro.blair,Google - Professional Machine Learning Engineer,9/15/2023,Not Started,No,,,,,FY24,September,Q1
781,Reginald,Mann,reginald.mann,7,AI,Yangtze River Port and Logistics ,sheryl.baxter,Google - Associate Cloud Engineer,7/30/2023,Not Started,No,,,,,FY23,July,Q4
782,Bob,Rosario,bob.rosario,7,AI,YanGuFang International Group ,preston.lozano,Microsoft - Azure Data Fundamentals,4/21/2024,Not Started,No,,,,,FY24,April,Q3
783,Andrew,Weiss,andrew.weiss,7,AI,Yangzijiang Financial Holding ,roy.berry,AWS Certified Data Analytics - Specialty,5/17/2024,Not Started,No,,,,,FY24,May,Q3
784,Rita,Livingston,rita.livingston,7,AI,Yangzijiang Shipbuilding (Holdings) ,linda.olsen,Google - Professional Cloud Architect,7/24/2023,Not Started,No,,,,,FY23,July,Q4
785,Briana,Peck,briana.peck,7,AI,Yankuang Energy Group Company ,joanna.bender,Google - Associate Cloud Engineer,4/6/2024,Not Started,No,,,,,FY24,April,Q3
786,Brady,Mcdaniel,brady.mcdaniel,7,AI,Yankuang Energy Group Company  - Depositary Receipt (Common Stock),aimee.downs,Google - Professional Cloud Architect,4/19/2024,Not Started,No,,,,,FY24,April,Q3
787,Clifford,Rivers,clifford.rivers,7,AI,01 Communique Laboratory ,darren.peck,Microsoft - Azure Data Fundamentals,2/27/2024,Not Started,No,,,,,FY24,February,Q2
788,Kathryn,Burgess,kathryn.burgess,7,AI,0187279 BC ,brett.mullen,Google - Associate Cloud Engineer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
789,Rodney,Esparza,rodney.esparza,7,AI,1-800-FLOWERSCOM,sheryl.meyers,Google - Associate Cloud Engineer,2/3/2024,Passed,Yes,Passed,,,2/3/2027,FY24,February,Q2
790,Gabrielle,Vincent,gabrielle.vincent,7,AI,10X Capital Venture Acquisition Corp III,michelle.gallagher,Google - Associate Cloud Engineer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
791,Yolanda,Schroeder,yolanda.schroeder,7,AI,10X Capital Venture Acquisition Corp III - Equity Warrant,carl.schroeder,Google - Professional Cloud Data Engineer,2/29/2024,Passed,Yes,Passed,,,3/1/2027,FY24,February,Q2
792,Jonathon,West,jonathon.west,7,AI,10x Genomics,jenna.dodson,Google - Associate Cloud Engineer,1/19/2024,Passed,Yes,Passed,,,1/19/2027,FY24,January,Q2
793,Lee,Harvey,lee.harvey,7,AI,111 - Depositary Receipt (Common Stock),tracey.mata,Google - Associate Cloud Engineer,11/25/2023,Passed,Yes,Passed,,,11/25/2026,FY24,November,Q1
794,Yvette,Mccoy,yvette.mccoy,7,AI,1399 Internet Technology Application Group ,kristine.cox,Google - Associate Cloud Engineer,11/5/2023,Passed,Yes,Passed,,,11/5/2026,FY24,November,Q1
795,Kayla,Fleming,kayla.fleming,7,AI,141 Capital,faith.lutz,Google - Associate Cloud Engineer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
796,Vernon,Flowers,vernon.flowers,7,AI,1511419 Ontario ,miranda.beasley,Google - Associate Cloud Engineer,3/19/2024,Passed,Yes,Passed,,,3/19/2027,FY24,March,Q3
797,Bobby,Dodson,bobby.dodson,7,AI,1606 Corp,caroline.foley,Google - Associate Cloud Engineer,1/7/2024,Passed,Yes,Passed,,,1/7/2027,FY24,January,Q2
798,Lindsey,Blevins,lindsey.blevins,7,AI,17 Education & Technology Group  - Depositary Receipt (Common Stock),greg.mata,Google - Associate Cloud Engineer,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
799,Jared,Howe,jared.howe,7,AI,180 Degree Capital Corp,clifford.jacobson,Google - Associate Cloud Engineer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
800,Mike,Mckay,mike.mckay,7,AI,180 Life Sciences Corp,joanna.kirk,Google - Associate Cloud Engineer,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
801,Leon,Summers,leon.summers,7,AI,180 Life Sciences Corp - Equity Warrant,maxwell.frye,Google - Associate Cloud Engineer,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
802,Darren,Gibbs,darren.gibbs,7,AI,1812 Brewing Company ,kiara.houston,Google - Associate Cloud Engineer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
803,Chase,Lucas,chase.lucas,7,AI,1847 Holdings LLC,colleen.howard,Google - Associate Cloud Engineer,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
804,Kent,Cobb,kent.cobb,7,AI,1867 Western Financial Corporation,janet.valenzuela,Google - Associate Cloud Engineer,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
805,Miranda,Lawson,miranda.lawson,7,AI,1895 Bancorp of Wisconsin,shane.wilcox,AWS Certified Data Analytics - Specialty,2/27/2024,Passed,Yes,Passed,,,2/27/2027,FY24,February,Q2
806,Kathy,Nguyen,kathy.nguyen,7,AI,1911 Gold Corporation,marcus.moody,Google - Associate Cloud Engineer,2/3/2024,Passed,Yes,Passed,,,2/3/2027,FY24,February,Q2
807,Jeremiah,Rubio,jeremiah.rubio,7,AI,1933 Industries ,dakota.poole,Google - Associate Cloud Engineer,11/5/2023,Passed,Yes,Passed,,,11/5/2026,FY24,November,Q1
808,Gilbert,Barry,gilbert.barry,7,AI,1CM ,frederick.harper,AWS Certified Solutions Architect - Professional,2/29/2024,Passed,Yes,Passed,,,3/1/2027,FY24,February,Q2
809,Tony,Shannon,tony.shannon,7,AI,1mage Software,stefanie.fitzpatrick,Google - Associate Cloud Engineer,1/21/2024,Passed,Yes,Passed,,,1/21/2027,FY24,January,Q2
810,Dana,Salas,dana.salas,7,AI,1PM Industries,kent.bradshaw,Microsoft - Azure Data Engineer Associate,4/16/2024,Passed,Yes,Passed,,,4/16/2027,FY24,April,Q3
811,Benjamin,Galvan,benjamin.galvan,7,AI,1st Capital Bancorp,jack.tate,Google - Associate Cloud Engineer,1/5/2024,Passed,Yes,Passed,,,1/5/2027,FY24,January,Q2
812,Teresa,Vargas,teresa.vargas,7,AI,1st Colonial Bancorp,tom.trujillo,Google - Professional Cloud Data Engineer,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
813,Tricia,Leon,tricia.leon,7,AI,1st Federal Savings Bank of SC,gabriel.mejia,Google - Professional Cloud Data Engineer,2/29/2024,Passed,Yes,Passed,,,3/1/2027,FY24,February,Q2
814,Carmen,Daugherty,carmen.daugherty,7,AI,1st NRG Corp,kaitlyn.santana,AWS Certified Cloud Practitioner,4/5/2024,Passed,Yes,Passed,,,4/5/2027,FY24,April,Q3
815,Tiffany,Rowe,tiffany.rowe,7,AI,1st Source Corporation,faith.moon,Google - Associate Cloud Engineer,10/25/2023,Passed,Yes,Passed,,,10/25/2026,FY24,October,Q1
816,Wesley,Snow,wesley.snow,7,AI,1ST SUMMIT BANCORP of Johnstown,tammie.haley,AWS Certified Solutions Architect - Associate,2/29/2024,Passed,Yes,Passed,,,3/1/2027,FY24,February,Q2
817,Raven,Mejia,raven.mejia,7,AI,1stdibsCom,nicholas.sosa,AWS Certified Solutions Architect - Associate,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
818,Elijah,Richardson,elijah.richardson,7,AI,2020 Bulkers ,jordan.gay,Microsoft - Azure Data Fundamentals,5/31/2024,Passed,Yes,Passed,,,5/31/2027,FY24,May,Q3
819,Colton,Sandoval,colton.sandoval,7,AI,21Shares AG - Amun Ripple (xrp) ETN,bruce.esparza,Google - Associate Cloud Engineer,2/16/2024,Passed,Yes,Passed,,,2/16/2027,FY24,February,Q2
820,Krista,Mcclure,krista.mcclure,7,AI,22nd Century ,sherry.garza,AWS Certified Solutions Architect - Associate,10/25/2023,Passed,Yes,Passed,,,10/25/2026,FY24,October,Q1
821,Johnny,Rubio,johnny.rubio,7,AI,23andMe Holding ,natalie.gentry,Google - Associate Cloud Engineer,10/5/2023,Passed,Yes,Passed,,,10/5/2026,FY24,October,Q1
822,Amy,Ballard,amy.ballard,7,AI,24SevenOffice Group AB (publ),bryan.dunn,AWS Certified Data Analytics - Specialty,9/25/2023,Passed,Yes,Passed,,,9/25/2026,FY24,September,Q1
823,Rachel,Watts,rachel.watts,7,AI,286 Lenox Partners LLC,wayne.simpson,Google - Associate Cloud Engineer,9/25/2023,Passed,Yes,Passed,,,9/25/2026,FY24,September,Q1
824,Judy,Mullins,judy.mullins,7,AI,29Metals ,luis.greer,Microsoft - Azure Data Engineer Associate,11/3/2023,Not Started,No,,,,,FY24,November,Q1
825,Priscilla,Huff,priscilla.huff,7,AI,2seventy bio,rhonda.frost,Microsoft - Azure Data Fundamentals,1/30/2024,Passed,Yes,Passed,,,1/30/2027,FY24,January,Q2
826,Zoe,Solomon,zoe.solomon,7,AI,2U,joanne.montes,AWS Certified Cloud Practitioner,5/5/2023,In progress - 2nd take,Yes,Failed/For Retake,7/9/2024,,,FY23,May,Q3
827,Gabriella,Ho,gabriella.ho,7,AI,3 Sixty Risk Solutions ,geoffrey.guzman,Google - Associate Cloud Engineer,12/29/2023,In progress - 2nd take,Yes,Failed/For Retake,7/9/2024,,,FY24,December,Q2
828,Jeff,Jensen,jeff.jensen,7,AI,361 Degrees International ,gloria.mccall,AWS Certified Developer - Associate,11/23/2023,In progress - 2nd take,Yes,Failed/For Retake,7/9/2024,,,FY24,November,Q1
829,Natalie,Ball,natalie.ball,7,AI,36Kr Holdings  - Depositary Receipt (Common Stock),brady.cohen,AWS Certified Cloud Practitioner,8/17/2023,In progress - 2nd take,Yes,Failed/For Retake,7/9/2024,,,FY23,August,Q4
830,Matthew,Fields,matthew.fields,7,AI,37 Capital ,latoya.mccann,Microsoft - Azure Data Fundamentals,9/4/2023,In progress - 2nd take,Yes,Failed/For Retake,9/30/2023,,,FY24,September,Q1
831,Jack,Mendoza,jack.mendoza,7,AI,374Water ,gerald.hawkins,AWS Certified Machine Learning - Specialty,12/1/2023,Failed,Yes,Failed/For Retake,5/29/2024,Failed,,FY24,December,Q2
832,Sheryl,Lyons,sheryl.lyons,7,AI,3D Pioneer Systems ,samuel.crawford,AWS Certified Cloud Practitioner,6/24/2023,Failed,Yes,Failed/For Retake,6/29/2024,Failed,,FY23,June,Q4
833,Nina,Contreras,nina.contreras,7,AI,3D Systems Corporation,patricia.goodwin,Google - Associate Cloud Engineer,8/13/2023,In progress - 2nd take,Yes,Failed/For Retake,7/23/2024,,,FY23,August,Q4
834,Samuel,Walker,samuel.walker,7,AI,3DShoppingcom,stacie.richard,AWS Certified Cloud Practitioner,6/30/2023,In progress - 2nd take,Yes,Failed/For Retake,7/2/2023,,,FY23,June,Q4
835,Charlotte,Spencer,charlotte.spencer,12,AI,3DX Industries,robin.west,AWS Certified Solutions Architect - Professional,3/15/2024,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY24,March,Q3
836,Eduardo,Schultz,eduardo.schultz,12,AI,3i Group plc,ralph.haas,AWS Certified Developer - Associate,1/8/2024,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY24,January,Q2
837,Adrienne,Medina,adrienne.medina,12,AI,3i Group plc - Depositary Receipt (Common Stock),phyllis.maldonado,AWS Certified Developer - Associate,6/2/2024,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY24,June,Q4
838,Darrell,French,darrell.french,12,AI,3iQ Bitcoin ETF,danny.parrish,Microsoft - Azure Developer Associate,1/31/2024,In progress - 1st take,Requested,,,,,FY24,January,Q2
839,Rodney,Dunn,rodney.dunn,12,AI,3M Company,kathy.hill,Google - Professional Cloud Data Engineer,7/11/2023,In progress - 1st take,Requested,,,,,FY23,July,Q4
840,Bryan,Sampson,bryan.sampson,12,AI,3Power Energy ,kelli.hardy,AWS Certified Solutions Architect - Associate,3/31/2024,In progress - 1st take,Requested,,,,,FY24,March,Q3
841,Gregory,Baxter,gregory.baxter,12,AI,3SBio ,lynn.pham,Microsoft - Azure AI Engineer Associate,12/14/2023,In progress - 1st take,Requested,,,,,FY24,December,Q2
842,Edgar,Norman,edgar.norman,12,AI,420 Property Management,shelley.harris,AWS Certified Solutions Architect - Associate,1/10/2024,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY24,January,Q2
843,April,Garner,april.garner,12,AI,49 North Resources ,eddie.jimenez,AWS Certified Data Analytics - Specialty,5/16/2024,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY24,April,Q3
844,Mercedes,Bush,mercedes.bush,12,AI,4Cable TV International,chloe.hutchinson,Google - Professional Cloud Data Engineer,8/23/2023,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY23,August,Q4
845,Theresa,Randolph,theresa.randolph,12,AI,4D Molecular Therapeutics,eileen.lynch,Microsoft - Azure Developer Associate,6/9/2023,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY23,September,Q1
846,Tom,White,tom.white,12,AI,4D pharma plc - Equity Warrant,fernando.lambert,AWS Certified Solutions Architect - Associate,5/31/2023,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY23,May,Q3
847,Tiffany,White,tiffany.white,12,AI,4DMedical ,makayla.cannon,AWS Certified Cloud Practitioner,6/5/2023,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY23,June,Q4
848,Lacey,Clark,lacey.clark,12,AI,4DS Memory ,tom.alvarado,Microsoft - Azure AI Fundamentals,9/29/2023,In progress - 1st take,Requested,,,,,FY23,September,Q1
849,Gail,Thornton,gail.thornton,12,AI,4Front Ventures Corp,virginia.dudley,AWS Certified Data Analytics - Specialty,12/27/2023,In progress - 1st take,Requested,,,,,FY24,December,Q2
850,Leslie,Figueroa,leslie.figueroa,12,AI,4imprint Group plc,riley.good,AWS Certified Solutions Architect - Associate,9/24/2023,In progress - 1st take,Requested,,,,,FY24,September,Q1
851,Katie,Mcintosh,katie.mcintosh,12,AI,51Talk Online Education Group - Depositary Receipt (Common Stock),alexandria.buck,Google - Associate Cloud Engineer,10/26/2023,In progress - 1st take,Requested,,,,,FY24,October,Q1
852,Kelly,Bradshaw,kelly.bradshaw,12,AI,5:01 Acquisition Corp,richard.roth,AWS Certified Machine Learning - Specialty,10/16/2023,In progress - 2nd take,Yes,Failed/For Retake,7/10/2024,,12/31/1902,FY24,October,Q1
853,Blake,Avila,blake.avila,12,AI,5E Advanced Materials,candice.keller,AWS Certified Cloud Practitioner,4/25/2024,In progress - 2nd take,Yes,Failed/For Retake,7/10/2024,,12/31/1902,FY24,April,Q3
854,Jesse,Miranda,jesse.miranda,12,AI,5G Networks ,anita.benson,AWS Certified Cloud Practitioner,11/19/2023,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY24,November,Q1
855,Kristi,Thompson,kristi.thompson,12,AI,5N Plus ,regina.stein,AWS Certified Cloud Practitioner,10/3/2023,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY23,October,Q1
856,Isabel,Snow,isabel.snow,12,AI,5th Planet Games A/S,debra.riddle,AWS Certified Cloud Practitioner,12/3/2023,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY24,December,Q2
857,Donna,Sims,donna.sims,12,AI,60 Degrees Pharmaceuticals,brittany.zuniga,AWS Certified Cloud Practitioner,1/18/2024,In progress - 2nd take,Yes,Failed/For Retake,7/8/2024,,7/8/2027,FY24,January,Q2
858,Connor,Thomas,connor.thomas,12,AI,60 Degrees Pharmaceuticals - Equity Warrant,cassidy.mcmahon,Microsoft - Azure AI Fundamentals,9/23/2023,Passed,Yes,Failed/For Retake,9/23/2023,Passed,9/23/2026,FY23,September,Q1
859,Chloe,Hanson,chloe.hanson,12,AI,727 Communications,laurie.pennington,Microsoft - Azure AI Fundamentals,9/25/2023,Passed,Yes,Passed,,,9/25/2026,FY24,September,Q1
860,Drew,Guzman,drew.guzman,12,AI,79North ,alejandro.blair,Microsoft - Azure AI Engineer Associate,6/15/2023,Passed,Yes,Passed,,,6/15/2026,FY23,June,Q4
861,Clifford,Conway,clifford.conway,12,AI,Yangtze River Port and Logistics ,sheryl.baxter,Microsoft - Azure AI Engineer Associate,9/23/2023,Passed,Yes,Failed/For Retake,9/23/2023,Passed,9/23/2026,FY23,September,Q1
862,Ashlee,Carney,ashlee.carney,12,AI,YanGuFang International Group ,preston.lozano,Microsoft - Azure AI Engineer Associate,8/13/2023,Passed,Yes,Passed,,,8/13/2026,FY23,August,Q4
863,Jackie,Mccullough,jackie.mccullough,12,AI,Yangzijiang Financial Holding ,roy.berry,Microsoft - Azure AI Fundamentals,8/4/2023,Passed,Yes,Passed,,,8/4/2026,FY23,August,Q4
864,Crystal,Dougherty,crystal.dougherty,12,AI,Yangzijiang Shipbuilding (Holdings) ,linda.olsen,Microsoft - Azure AI Engineer Associate,6/5/2023,Passed,Yes,Passed,,,6/5/2026,FY23,June,Q4
865,Caitlyn,Tapia,caitlyn.tapia,12,AI,Yankuang Energy Group Company ,joanna.bender,Microsoft - Azure AI Engineer Associate,8/12/2023,Passed,Yes,Passed,,,8/12/2026,FY23,August,Q4
866,Brenda,Estrada,brenda.estrada,12,AI,Yankuang Energy Group Company  - Depositary Receipt (Common Stock),aimee.downs,Microsoft - Azure AI Fundamentals,6/16/2023,Passed,Yes,Failed/For Retake,7/25/2023,Passed,7/25/2026,FY23,July,Q4
867,Tina,Andrews,tina.andrews,12,AI,01 Communique Laboratory ,darren.peck,Microsoft - Azure AI Fundamentals,6/12/2023,Passed,Yes,Failed/For Retake,8/5/2023,Passed,8/5/2026,FY23,August,Q4
868,Andre,Cunningham,andre.cunningham,12,AI,0187279 BC ,brett.mullen,Microsoft - Azure AI Fundamentals,8/13/2023,Passed,Yes,Passed,,,8/13/2026,FY23,August,Q4
869,Jesus,Abbott,jesus.abbott,12,AI,1-800-FLOWERSCOM,sheryl.meyers,Microsoft - Azure AI Engineer Associate,6/16/2023,Passed,Yes,Failed/For Retake,7/31/2023,Passed,7/31/2026,FY23,July,Q4
870,Kendra,Bishop,kendra.bishop,12,AI,10X Capital Venture Acquisition Corp III,michelle.gallagher,Microsoft - Azure AI Engineer Associate,8/3/2023,Passed,Yes,Passed,,,8/3/2026,FY23,August,Q4
871,Tyrone,Ayers,tyrone.ayers,12,AI,10X Capital Venture Acquisition Corp III - Equity Warrant,carl.schroeder,Microsoft - Azure AI Fundamentals,8/3/2023,Passed,Yes,Passed,,,8/3/2026,FY23,August,Q4
872,Isaiah,Andersen,isaiah.andersen,12,AI,10x Genomics,jenna.dodson,Microsoft - Azure AI Fundamentals,6/16/2023,Passed,Yes,Failed/For Retake,7/31/2023,Passed,7/31/2026,FY23,July,Q4
873,Shelia,Rojas,shelia.rojas,12,AI,111 - Depositary Receipt (Common Stock),tracey.mata,Microsoft - Azure AI Fundamentals,6/26/2023,Passed,Yes,Passed,,,6/26/2026,FY23,June,Q4
874,Donald,Arnold,donald.arnold,12,AI,1399 Internet Technology Application Group ,kristine.cox,Microsoft - Azure AI Engineer Associate,12/13/2023,Passed,Yes,Passed,,,12/13/2026,FY24,December,Q2
875,Kaitlin,Fowler,kaitlin.fowler,12,AI,141 Capital,faith.lutz,Microsoft - Azure AI Fundamentals,5/29/2023,Passed,Yes,Failed/For Retake,7/29/2023,Passed,7/29/2026,FY23,July,Q4
876,Mallory,Browning,mallory.browning,12,AI,1511419 Ontario ,miranda.beasley,Microsoft - Azure AI Fundamentals,8/11/2023,Passed,Yes,Failed/For Retake,10/5/2023,Passed,10/5/2026,FY24,October,Q1
877,Cathy,Compton,cathy.compton,12,AI,1606 Corp,caroline.foley,Microsoft - Azure AI Fundamentals,5/25/2023,Passed,Yes,Passed,,,5/25/2026,FY23,May,Q3
878,Larry,Blanchard,larry.blanchard,12,AI,17 Education & Technology Group  - Depositary Receipt (Common Stock),greg.mata,Microsoft - Azure AI Fundamentals,8/13/2023,Passed,Yes,Passed,,,8/13/2026,FY23,August,Q4
879,Robert,Henderson,robert.henderson,12,AI,180 Degree Capital Corp,clifford.jacobson,Microsoft - Azure AI Fundamentals,6/6/2023,Passed,Yes,Failed/For Retake,7/9/2023,Passed,7/9/2026,FY23,July,Q4
880,Glen,Simon,glen.simon,12,AI,180 Life Sciences Corp,joanna.kirk,Microsoft - Azure AI Fundamentals,8/11/2023,Passed,Yes,Passed,,,8/11/2026,FY23,August,Q4
881,Holly,Nelson,holly.nelson,12,AI,180 Life Sciences Corp - Equity Warrant,maxwell.frye,Microsoft - Azure AI Fundamentals,8/4/2023,Passed,Yes,Failed/For Retake,9/30/2023,Passed,9/30/2026,FY24,September,Q1
